# The following lines are transforming the former Community Journals into SCF journals,,,,,,,,,
SlingPost,/content/geometrixx-outdoors/en/men/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,1,analytics_pageviews@Long,65330,analytics_visitors@Long,45630,analytics_revenue@Long,1000303
SlingPost,/content/geometrixx-outdoors/en/men/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,76550,analytics_visitors@Long,56330,analytics_revenue@Long,1200033
SlingPost,/content/geometrixx-outdoors/en/women/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,1,analytics_pageviews@Long,120003,analytics_visitors@Long,64833,analytics_revenue@Long,2000023
SlingPost,/content/geometrixx-outdoors/en/women/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,124000,analytics_visitors@Long,65030,analytics_revenue@Long,2000023
SlingPost,/content/geometrixx-outdoors/en/equipment/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,1,analytics_pageviews@Long,125000,analytics_visitors@Long,78303,analytics_revenue@Long,1321
SlingPost,/content/geometrixx-outdoors/en/equipment/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,1,analytics_pageviews@Long,120000,analytics_visitors@Long,33832,analytics_revenue@Long,2321
SlingPost,/content/geometrixx-outdoors/en/seasonal/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,34000,analytics_visitors@Long,38338,analytics_revenue@Long,2332
SlingPost,/content/geometrixx-outdoors/en/seasonal/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,34023,analytics_visitors@Long,58483,analytics_revenue@Long,2323
SlingPost,/content/geometrixx-outdoors/en/activities/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,1,analytics_pageviews@Long,35000,analytics_visitors@Long,58483,analytics_revenue@Long,33223
SlingPost,/content/geometrixx-outdoors/en/activities/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,36000,analytics_visitors@Long,39483,analytics_revenue@Long,24232
SlingPost,/content/geometrixx-outdoors/en/community/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,89302,analytics_visitors@Long,38282,analytics_revenue@Long,212112
SlingPost,/content/geometrixx-outdoors/en/community/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,1,analytics_pageviews@Long,32124,analytics_visitors@Long,48383,analytics_revenue@Long,122114
SlingPost,/content/geometrixx-outdoors/en/support/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,34532,analytics_visitors@Long,48382,analytics_revenue@Long,123423
SlingPost,/content/geometrixx-outdoors/en/support/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,33456,analytics_visitors@Long,58383,analytics_revenue@Long,50430
SlingPost,/content/geometrixx-outdoors/en/brand/jcr:content/cq:meta/last30DaysPrev,analytics_averagetimespentonpage@Long,1,analytics_pageviews@Long,12032,analytics_visitors@Long,58302,analytics_revenue@Long,32323
SlingPost,/content/geometrixx-outdoors/en/brand/jcr:content/cq:meta/last30Days,analytics_averagetimespentonpage@Long,2,analytics_pageviews@Long,12293,analytics_visitors@Long,50202,analytics_revenue@Long,23322
